Description,Price,Rating,Reviews,URL
"Mi Step Out 12 L Mini Backpack (Small Size, Sky Blue, Water Repellant)",₹199,4.2 out of 5 stars,"4,220",http://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088X9M73T/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&sprefix=ba%2Caps%2C283&sr=8-36
"uppercase Medium 17L Vegan Leather Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Blue)","₹1,400",4.3 out of 5 stars,47,http://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B68Z3X7D/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&sprefix=ba%2Caps%2C283&sr=8-37
Fristo Women's Handbag (FRB-315_Red),₹448,4.0 out of 5 stars,"5,305",http://www.amazon.in/Fristo-FRB-315-Red-Women-Handbag/dp/B07MNRTDK5/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&sprefix=ba%2Caps%2C283&sr=8-38
"Wildcraft 45 Ltrs Grey and Orange Rucksack (8903338073864), Large","₹1,499",4.3 out of 5 stars,"8,205",http://www.amazon.in/Wildcraft-Ltrs-orange-Rucksack-8903338073864/dp/B01G5I8YLC/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&smid=A3V8UT360MS9NM&sprefix=ba%2Caps%2C283&sr=8-39
"TRUE HUMAN Emperor ( ZYDEN ) Anti-Theft backpack with combination lock Laptop bag , office bag college bags",₹689,3.7 out of 5 stars,417,http://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-combination/dp/B09VCHV6T5/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&sprefix=ba%2Caps%2C283&sr=8-40
"Polestar Space 34 Liters Casual/ Office/ Travel/ School Backpack Bag, made of Polyester, 1 year warranty",₹519,4.0 out of 5 stars,"5,386",http://www.amazon.in/POLESTAR-Navyorg-Casual-bagpack-Backpack/dp/B0844R2GMK/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&smid=A3HBYWQBT33AGW&sprefix=ba%2Caps%2C283&sr=8-41
ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag Weekend Bag,₹725,4.0 out of 5 stars,"3,816",http://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&smid=AE2F1YGE1DB7K&sprefix=ba%2Caps%2C283&sr=8-42
"uppercase Medium 23L Tall Boy Laptop Backpack 2500EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹1,550",4.0 out of 5 stars,28,http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02441351NCVVAT6YWI80&url=%2Fuppercase-Backpack-2500EBP1-repellent-sustainable%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031778%26sprefix%3Dba%252Caps%252C283%26sr%3D8-43-spons%26psc%3D1&qualifier=1664031778&id=6072621873806804&widgetName=sp_mtf
Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),₹609,3.9 out of 5 stars,996,http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0227599DCXA0H8EF82F&url=%2FHalf-Moon-Resistant-Backpack-Compartment%2Fdp%2FB09T2TCSW7%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031778%26sprefix%3Dba%252Caps%252C283%26sr%3D8-44-spons%26psc%3D1&qualifier=1664031778&id=6072621873806804&widgetName=sp_mtf
"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags, Blue Light Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",₹799,4.0 out of 5 stars,852,http://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&sprefix=ba%2Caps%2C283&sr=8-45
"TRUE HUMAN backpack with USB charging Port Laptop bag , office bag , college bag ,office bag , college bag ( COOPER )",₹599,,,http://www.amazon.in/TRUE-HUMAN-backpack-charging-college/dp/B0BFJFYZ14/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&sprefix=ba%2Caps%2C283&sr=8-46
"Laptop Bag Sleeve Case Cover for 15.6 Inch Laptop, with Handle, Water Repellent Laptop Bag for Men & Women, Nylon Fabric {Grey}.",₹349,5.0 out of 5 stars,1,http://www.amazon.in/Laptop-Sleeve-Handle-Repellent-Fabric/dp/B0B9X9CYBQ/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&sprefix=ba%2Caps%2C283&sr=8-47
Half Moon Curiosity Casual 35L Travel Laptop Backpack Water Resistant Slim Durable Fits 15.6 Inch Laptop Notebook with Rain cover (Navy Blue),₹799,3.8 out of 5 stars,105,http://www.amazon.in/Half-Moon-Curiosity-Backpack-Resistant/dp/B09S3ZK3N1/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&sprefix=ba%2Caps%2C283&sr=8-48
"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)","₹1,499",4.3 out of 5 stars,311,http://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&sprefix=ba%2Caps%2C283&sr=8-49
"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap","₹1,249",4.2 out of 5 stars,606,http://www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&sprefix=ba%2Caps%2C283&sr=8-50
TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (NAVYBLUE) 1 Year Warranty,"₹2,243",4.4 out of 5 stars,"5,784",http://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-NAVYBLUE/dp/B084DMYZR3/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&sprefix=ba%2Caps%2C283&sr=8-51
DZert Stylish Casual Backpack/Laptop Bag/College Bag/School Bag for Boys/Girls 32L,₹429,3.4 out of 5 stars,73,http://www.amazon.in/DZert-Stylish-Casual-Backpack-College/dp/B07Y3WD2QL/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1664031778&sprefix=ba%2Caps%2C283&sr=8-52
Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy),₹619,3.9 out of 5 stars,"12,939",http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A02215913OJ9ABXWGR091&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031778%26smid%3DA1UVZJ9N7FK5G6%26sprefix%3Dba%252Caps%252C283%26sr%3D8-53-spons%26psc%3D1&qualifier=1664031778&id=6072621873806804&widgetName=sp_btf
Lenovo Slim Everyday Backpack,₹599,4.4 out of 5 stars,"1,968",http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A06848801Z259JLZMRVSE&url=%2FLenovo-15-6-Inches-Everyday-Backpack%2Fdp%2FB08R7RPVJF%2Fref%3Dsr_1_54_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031778%26sprefix%3Dba%252Caps%252C283%26sr%3D8-54-spons%26psc%3D1&qualifier=1664031778&id=6072621873806804&widgetName=sp_btf
"Zouk Women's Handcrafted Blue Kalamkari Office and 15.6"" Laptop Bag","₹1,699",3.8 out of 5 stars,9,http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A00329372RS4WRMVBBRFX&url=%2FWomens-Handcrafted-Kalamkari-Office-Laptop%2Fdp%2FB09T3MY92D%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031790%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-49-spons%26psc%3D1%26smid%3DA2O6LU1SDI9NBB&qualifier=1664031790&id=3265426014350631&widgetName=sp_atf_next
Bennett Khadi and Polyester Drax Laptop Bag Sleeve Case Cover Pouch for 15/15.6 inches Laptop Apple/Dell/Lenovo/ASUS/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Idea Pad/Surfacepro for Laptops (Blue),₹289,4.0 out of 5 stars,769,http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A09045883BWQGXQWW3N6I&url=%2FBENNETT-Drax-15-6-Inch-MacBook-Protective%2Fdp%2FB091NZ9MYB%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031790%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-50-spons%26psc%3D1&qualifier=1664031790&id=3265426014350631&widgetName=sp_atf_next
Mi Business Casual 21L Water Resistant Laptop Backpack (Dark Grey),₹899,4.4 out of 5 stars,"5,256",http://www.amazon.in/Mi-Business-Casual-Resistant-Backpack/dp/B07YY6PTMN/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-51
Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),"₹1,548",4.4 out of 5 stars,"2,983",http://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-52
"Frantic Velvet Kids School Bag Soft Animal Cartoon Backpack Lightweight Bag for 2 to 5 Years Baby/Boys/Girls Preschool, Picnic, Nursery (FullBodyPink Rabbit2022_G)",₹269,4.0 out of 5 stars,129,http://www.amazon.in/Frantic-Lightweight-Preschool-FullBodyPink-Rabbit2022_G/dp/B0B7XT56P6/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-53
"POLESTAR Noble 32 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, made with polyester, 1 year warranty",₹549,4.0 out of 5 stars,"16,487",http://www.amazon.in/POLESTAR-Casual-bagpack-School-Backpack/dp/B07PQQ8M7B/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&smid=A3HBYWQBT33AGW&sprefix=ba%2Caps%2C283&sr=8-54
Wildcraft 31 Ltrs 18.50 inchs Backpack (11954 Blue_Blue),"₹1,249",4.3 out of 5 stars,255,http://www.amazon.in/Wildcraft-Music-Backpack-Blue-11954/dp/B07N2PDVX4/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-55
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan,₹899,4.4 out of 5 stars,"2,018",http://www.amazon.in/Classic-Leather-Laptop-Backpack-LBPCLSLTH1901/dp/B07G4CYC74/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-56
Baggit Women's PEPSI Sling Bag,₹499,4.4 out of 5 stars,"1,333",http://www.amazon.in/Baggit-Womens-Hobo-Handbag-Green/dp/B097C2T2DS/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-57
"Wesley Milestone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, Charcoal Black",₹596,4.3 out of 5 stars,"7,555",http://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-58
"uppercase Medium 17L Vegan Leather Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Green)","₹1,400",4.2 out of 5 stars,23,http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A03407974AVXR9G9ECEQ&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031790%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-59-spons%26psc%3D1&qualifier=1664031790&id=3265426014350631&widgetName=sp_mtf
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Navy Blue & Sky Blue),"₹1,299",4.3 out of 5 stars,"7,177",http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A04091562YU3YML0W5STP&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB08BYQZYYC%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031790%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-60-spons%26psc%3D1&qualifier=1664031790&id=3265426014350631&widgetName=sp_mtf
"Amazon Brand - Solimo Rain & Dust Cover for Backpack (30 Litres, Black)",₹159,4.3 out of 5 stars,"7,113",http://www.amazon.in/Amazon-Brand-Solimo-Backpack-litres/dp/B07FQMN9VN/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-61
70L Travel Backpack Hiking Bag Adventure Camping Trekking Bag Rucksack -70L,₹873,4.0 out of 5 stars,"1,131",http://www.amazon.in/Backpack-Adventure-Camping-Trekking-Rucksack/dp/B091SNKKB4/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-62
Capriff 32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,₹509,3.8 out of 5 stars,"2,524",http://www.amazon.in/Capriff-Liters-Collage-travell-Backpack/dp/B084T7X2HX/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-63
ALIZA Women's Tote Bag,₹416,4.1 out of 5 stars,"6,656",http://www.amazon.in/ALIZA-Womens-Tote-Bag-Black/dp/B08JJ8RQNR/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-64
WILDHORN 31L Water Resistant Office Laptop Bag / Backpack for Men / Women I Travel / Business / College Bookbags Fit 15.6 Inch Laptop,₹509,4.1 out of 5 stars,53,http://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-65
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Red Black,₹329,3.9 out of 5 stars,"2,023",http://www.amazon.in/DZert-Polyester-Black-White-Backpack/dp/B07GXX2BP3/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-66
Travalate® Polyester Toiletry Bag (Black_Tr1323),₹280,4.4 out of 5 stars,"2,612",http://www.amazon.in/Travalate-Toiletry-Travel-Shaving-Polyester/dp/B07PFCLPKX/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-67
Mi Business Casual 21L Water Resistant Laptop Backpack (Light Grey),₹899,4.4 out of 5 stars,"5,256",http://www.amazon.in/Business-Casual-Resistant-Laptop-Backpack/dp/B0862VBTLP/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1664031790&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-68
"Arctic Hunter Laptop Bag,Messenger bags for Men Laptop Sling Bag with Handle Brifcase for 15.6"" Laptop Multiple Pockets Water-resistant for Travel Office","₹2,678",,,http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A0679360MFI392GDI5R3&url=%2FMessenger-Brifcase-Multiple-Pockets-Water-resistant%2Fdp%2FB0B6G58BYC%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031790%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-69-spons%26psc%3D1&qualifier=1664031790&id=3265426014350631&widgetName=sp_btf
"uppercase Medium 17L Vegan Leather Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Blue)","₹1,400",4.3 out of 5 stars,47,http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A0340953PR9KD95VMC6U&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B68Z3X7D%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031790%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-70-spons%26psc%3D1&qualifier=1664031790&id=3265426014350631&widgetName=sp_btf
"uppercase Medium 17L Vegan Leather Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Green)","₹1,400",4.2 out of 5 stars,23,http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTYxODA1MDEyNTYwMDQ5OjE2NjQwMzE4MDM6c3BfYXRmX25leHQ6MjAwNjI3MjE5MjE3OTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_65_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031803%26sprefix%3Dba%252Caps%252C283%26sr%3D8-65-spons%26psc%3D1
"uppercase Medium 17L Vegan Leather Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Blue)","₹1,400",4.3 out of 5 stars,47,http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTYxODA1MDEyNTYwMDQ5OjE2NjQwMzE4MDM6c3BfYXRmX25leHQ6MjAwNjI3MjE5MjE2OTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B68Z3X7D%2Fref%3Dsr_1_66_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031803%26sprefix%3Dba%252Caps%252C283%26sr%3D8-66-spons%26psc%3D1
"Wesley Milestone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, Charcoal Black",₹596,4.3 out of 5 stars,"7,555",http://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1664031803&sprefix=ba%2Caps%2C283&sr=8-67
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Red Black,₹329,3.9 out of 5 stars,"2,023",http://www.amazon.in/DZert-Polyester-Black-White-Backpack/dp/B07GXX2BP3/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1664031803&sprefix=ba%2Caps%2C283&sr=8-68
"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",₹479,3.9 out of 5 stars,"9,174",http://www.amazon.in/Fur-Jaden-Charging-Waterproof-BM36_BlueZip/dp/B07MXM5M99/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1664031803&sprefix=ba%2Caps%2C283&sr=8-69
"POLESTAR Xplore 55 L Hiking/ Trekking/ Camping/ Travelling Rucksack Backpack with rain cover, shoe compartment, water resistant, made with polyester, 1 year warranty",₹779,4.1 out of 5 stars,"11,079",http://www.amazon.in/POLESTAR-XPLORE-Rucksack-Trekking-Backpack/dp/B07RC94TG8/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1664031803&smid=A3HBYWQBT33AGW&sprefix=ba%2Caps%2C283&sr=8-70
Fargo Handbag For Women And Girls COMBO SET OF 5 (Light5pc),₹450,3.2 out of 5 stars,"1,984",http://www.amazon.in/Fargo-Handbag-Women-Girls-Light5pc/dp/B09N3K2ZCP/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1664031803&sprefix=ba%2Caps%2C283&sr=8-71
Lenovo Casual Laptop Briefcase T210 (Toploader) 39.62 cm (15.6-inch) Water Repellent Black,₹899,4.2 out of 5 stars,"47,310",http://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1664031803&sprefix=ba%2Caps%2C283&sr=8-72
"Storite Stylish Padded Small Nylon Sling Cross Body Travel Office Bag for Men Women (22.5cm x 9.5cm x 22.5 cm, Dark Grey)",₹569,4.0 out of 5 stars,815,http://www.amazon.in/Storite-Stylish-Sling-Bag-Grey/dp/B098L372Z7/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1664031803&sprefix=ba%2Caps%2C283&sr=8-73
WILDHORN 31L Water Resistant Office Laptop Bag / Backpack for Men / Women I Travel / Business / College Bookbags Fit 15.6 Inch Laptop,₹509,4.1 out of 5 stars,53,http://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1664031803&sprefix=ba%2Caps%2C283&sr=8-74
"uppercase Medium 23L Tall Boy Laptop Backpack 2500EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹1,550",4.0 out of 5 stars,28,http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTYxODA1MDEyNTYwMDQ5OjE2NjQwMzE4MDM6c3BfbXRmOjIwMDY1MDI3MDgwOTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2Fuppercase-Backpack-2500EBP1-repellent-sustainable%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031803%26sprefix%3Dba%252Caps%252C283%26sr%3D8-75-spons%26psc%3D1
Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy),₹619,3.9 out of 5 stars,"12,939",http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTYxODA1MDEyNTYwMDQ5OjE2NjQwMzE4MDM6c3BfbXRmOjIwMDM1MTgyOTQ3Nzk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031803%26smid%3DA1UVZJ9N7FK5G6%26sprefix%3Dba%252Caps%252C283%26sr%3D8-76-spons%26psc%3D1
